IP,Definition,Unit,structure_tautological,structure_explanatory,structure_no_response,qualifier_attempt,qualifier_no_attempt,victim_first_person,victim_second_person,victim_generic,victim_entity,adversary_generic,adversary_specific,action_impersonation,action_steal_data,action_disclose_data,action_data_loss,action_blackmail,action_deceit,action_public_cyberbullying,action_private_cyberbullying,action_harassment,action_discrimination,action_other_cyberbullying,action_hack,action_ddos,action_misc,motivation_accidental,motivation_financial_gain,motivation_impersonation,motivation_blackmail,motivation_information_gain ,motivation_destructive,motivation_other,technical_details_lock,technical_details_encrypt,technical_details_publish,technical_details_reputation,technical_details_facebook,technical_details_twitter,technical_details_instagram,technical_details_misc,technical_details_personal_identifiers,technical_details_financial_data,technical_details_classified_data,impact_reputation,impact_mental_anguish,impact_therapy,impact_legal_cost,impact_notification_costs,impact_misc,frequency_cyber _attack,frequency_cyberbullying,frequency_cyber_extortion,frequency_identity_theft ,frequency_online_fraud  ,frequency_data_breach  ,cost_usd_cyber_attack,cost_usd_cyberbullying,cost_usd_cyber_extortion,cost_usd_identity_theft ,cost_usd_online_fraud  ,cost_usd_data_breach  ,cost_gbp_cyberbullying  ,cost_gbp_cyber_extortion,cost_gbp_identity_theft ,cost_gbp_online_fraud  ,cost_gbp_data_breach  ,cost_gbp_cyber_attack,cost_adjusted_cyberbullying  ,cost_adjusted_cyber_extortion,cost_adjusted_identity_theft ,cost_adjusted_online_fraud  ,cost_adjusted_data_breach  ,cost_adjusted_cyber_attack,insurance_travel,insurance_health,insurance_home,insurance_car,insurance_life,cybercrime_coverage
86.154.156.89,Data Breach,Personal data being sent to the wrong recipient,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Rarely / Once in 50 years,Occasionally / Once in 10 years,Close to never,0,0,0,0,0,0,0,0,30156,30000,0,0,0,0,39202.8,39000,0,0,No,No,Yes,Yes,Yes,No
84.69.223.197,Data Breach,"When someone or something is able to breach the security measures in place to steal, view or corrupt data",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Close to never,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,20132,9570,13722,466,723,0,26171.6,12441,17838.6,605.8,939.9,No,No,Yes,Yes,No,No
94.193.111.90,Data Breach,where personal log in details and/or personal details have been unlawfully accessed/stolen,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,10000,50000,50000,10000,50000,0,13000,65000,65000,13000,65000,No,No,Yes,Yes,Yes,No
90.195.133.130,Data Breach,Leakage of online information.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Sometimes / Once in 5 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,Yes,Yes,Yes,Do not know
165.225.17.11,Data Breach,where data is released or hacked into,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,0,0,0,0,0,0,2089,9484,17723,20329,12371,5892,2715.7,12329.2,23039.9,26427.7,16082.3,7659.6,Yes,Yes,Yes,Yes,Yes,Do not know
2.99.8.47,Data Breach,When sensitive or confidential information is accessed through unlawful practices such as hacking. People access someone's data with the intention to steal sensitive information.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Usually / Every year,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Usually / Every year,0,0,0,0,0,0,1613,37961,45684,27159,50000,36707,2096.9,49349.3,59389.2,35306.7,65000,47719.1,No,No,No,Yes,No,No
90.254.55.184,Data Breach,infiltration of a website's back end in order to gain information held,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Usually / Every year,0,0,0,0,0,0,0,0,282,0,352,211,0,0,366.6,0,457.6,274.3,Yes,No,No,No,No,No
51.194.22.124,Data Breach,someone accessing private information that they have had to break into a system to get,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Occasionally / Once in 10 years,Close to never,Rarely / Once in 50 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,1472,2106,2529,1120,486,0,1913.6,2737.8,3287.7,1456,631.8,No,No,Yes,Yes,Yes,No
146.66.45.236,Data Breach,Using data without permission,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,30141,40000,10070,10141,10282,40070,39183.3,52000,13091,13183.3,13366.6,52091,No,No,Yes,No,No,No
137.44.157.8,Data Breach,Where a private data has been leaked either through a number of methods including mishandling or a successful cyber attack,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Close to never,Close to never,Close to never,Rarely / Once in 50 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,18099,9155,17817,6549,6408,0,23528.7,11901.5,23162.1,8513.7,8330.4,Yes,No,No,Yes,No,No
80.47.241.39,Data Breach,Invasion of personal or company data which could potentially be used in order to impersonate and individual for the third party's gain.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Usually / Every year,Rarely / Once in 50 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,10634,31761,40000,45000,30000,50000,13824.2,41289.3,52000,58500,39000,65000,Yes,No,No,Yes,No,Do not know
90.210.130.55,Data Breach,not really sure unless it means a breach of security,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Close to never,Close to never,Sometimes / Once in 5 years,Frequently / Once in 2 years,Close to never,0,0,0,0,0,0,0,493,1549,2958,915,1056,0,640.9,2013.7,3845.4,1189.5,1372.8,Yes,No,Yes,No,No,No
81.154.211.28,Data Breach,when confidential information is accessed by a criminal,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,0,0,0,0,0,0,10141,13169,16479,24014,28944,29507,13183.3,17119.7,21422.7,31218.2,37627.2,38359.1,Yes,No,Yes,Yes,No,No
81.140.202.202,Data Breach,"When personal details, eg name, address, NI number, medical records, are made accessible to those who have no right to that information",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Rarely / Once in 50 years,Close to never,Occasionally / Once in 10 years,Frequently / Once in 2 years,Frequently / Once in 2 years,0,0,0,0,0,0,4162,15005,15279,19880,20044,20099,5410.6,19506.5,19862.7,25844,26057.2,26128.7,No,No,Yes,Yes,No,Do not know
151.225.3.197,Data Breach,when private date is leaked in someway,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Occasionally / Once in 10 years,Close to never,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,0,0,0,0,0,0,70,4366,50000,50000,50000,27606,91,5675.8,65000,65000,65000,35887.8,Yes,No,Yes,Yes,Yes,No
92.40.168.102,Data Breach,Gaining access to personal information online,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Sometimes / Once in 5 years,Close to never,Close to never,Close to never,Frequently / Once in 2 years,0,0,0,0,0,0,0,0,25008,10513,5236,11780,0,0,32510.4,13666.9,6806.8,15314,Yes,No,No,Yes,Yes,No
90.215.175.234,Data Breach,Where a large company is hacked to obtain consumers data associated with the company. Attempts then to use this information to extort people or scam them,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Usually / Every year,Sometimes / Once in 5 years,Rarely / Once in 50 years,Frequently / Once in 2 years,Frequently / Once in 2 years,0,0,0,0,0,0,2028,20127,24986,9915,5056,4915,2636.4,26165.1,32481.8,12889.5,6572.8,6389.5,Yes,No,Yes,Yes,No,No
86.6.139.135,Data Breach,"A third party hacking into an organisations system to steal data stored on their system regarding their employers, employees or customers",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Occasionally / Once in 10 years,Close to never,Rarely / Once in 50 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,10000,10000,5000,5000,10070,0,13000,13000,6500,6500,13091,Yes,No,Yes,Yes,Yes,No
82.3.7.27,Data Breach,Some gaining information on me,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,9547,20055,20055,30151,20467,47596,12411.1,26071.5,26071.5,39196.3,26607.1,61874.8,Yes,No,Yes,Yes,No,Do not know
90.196.20.180,Data Breach,When data has been leaked or hacked into,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Rarely / Once in 50 years,0,0,0,0,0,0,896,50000,28806,27612,896,28358,1164.8,65000,37447.8,35895.6,1164.8,36865.4,Yes,Yes,No,No,No,No
90.243.206.172,Data Breach,Hacking or breaking into a secure system to steal data,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Sometimes / Once in 5 years,Sometimes / Once in 5 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,0,9648,9366,0,0,0,0,12542.4,12175.8,0,0,No,Yes,No,No,No,No
94.11.134.237,Data Breach,When your information has been leaked or sold/ stolen by others.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Usually / Every year,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,Usually / Every year,0,0,0,0,0,0,2129,3434,50000,50000,27129,40041,2767.7,4464.2,65000,65000,35267.7,52053.3,Yes,No,Yes,Yes,Yes,Do not know
213.31.123.167,Data Breach,"Where a hacker hacks into and finds user information such as name, address, login details, phone numbers, passwords and then likely sells this information on the dark web",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,0,0,0,0,0,0,0,1056,5000,5070,1056,4718,0,1372.8,6500,6591,1372.8,6133.4,No,No,No,Yes,No,No
90.216.252.246,Data Breach,This is when some sensitive data is leaked or sent to the wrong person or audience.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Rarely / Once in 50 years,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,0,0,0,0,0,0,690,10127,19986,9000,2380,19704,897,13165.1,25981.8,11700,3094,25615.2,Yes,No,Yes,Yes,Yes,No
82.25.118.124,Data Breach,Information shared that is personal to your or a company which is for private use.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Sometimes / Once in 5 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,Sometimes / Once in 5 years,0,0,0,0,0,0,0,822,19906,10610,5047,1737,0,1068.6,25877.8,13793,6561.1,2258.1,No,No,No,Yes,Yes,No
86.7.240.26,Data Breach,A mishandling of private information,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Frequently / Once in 2 years,Usually / Every year,Rarely / Once in 50 years,Occasionally / Once in 10 years,Frequently / Once in 2 years,Frequently / Once in 2 years,0,0,0,0,0,0,493,5000,5141,2254,10282,10000,640.9,6500,6683.3,2930.2,13366.6,13000,Yes,No,No,Yes,No,No
86.149.143.89,Data Breach,Where someone hacks into data,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Close to never,0,0,0,0,0,0,1442,2473,4602,4121,412,962,1874.6,3214.9,5982.6,5357.3,535.6,1250.6,No,No,Yes,Yes,No,No
86.137.161.105,Data Breach,A violation of private information or knowledge by stealing data,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Usually / Every year,Close to never,Sometimes / Once in 5 years,Frequently / Once in 2 years,Occasionally / Once in 10 years,0,0,0,0,0,0,0,50000,50000,50000,50000,40070,0,65000,65000,65000,65000,52091,Yes,No,Yes,No,No,No
90.204.208.147,Data Breach,"When a company doesn't keep your personal details safe, or deliberately passes them on to someone else without your permission.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Sometimes / Once in 5 years,Frequently / Once in 2 years,Usually / Every year,0,0,0,0,0,0,0,2042,10070,10282,0,10352,0,2654.6,13091,13366.6,0,13457.6,Yes,No,Yes,Yes,Yes,Do not know
2.99.211.91,Data Breach,Data is obtained and used in ways that breaches GDPR,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Close to never,Close to never,Close to never,Close to never,Close to never,Rarely / Once in 50 years,0,0,0,0,0,0,0,0,20582,21115,21022,0,0,0,26756.6,27449.5,27328.6,0,No,No,Yes,Yes,Yes,No
81.145.53.158,Data Breach,leak of information,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Rarely / Once in 50 years,Usually / Every year,Rarely / Once in 50 years,Occasionally / Once in 10 years,Occasionally / Once in 10 years,Rarely / Once in 50 years,0,0,0,0,0,0,5000,5000,10000,5000,5000,5000,6500,6500,13000,6500,6500,6500,Yes,Yes,Yes,Yes,Yes,Do not know
